"emissions_id","tag_id"
"CDPCitiesTargets:2021:target:IT TRN","target_em"
"CDPCitiesTargets:2021:base:CR SJO","baseline_em"
"CDPCitiesTargets:2021:target:CR SJO","target_em"
"CDPCitiesTargets:2021:base:MC MON","baseline_em"
"CDPCitiesTargets:2021:target:MC MON","target_em"
"CDPCitiesTargets:2021:target:NZ DUD","target_em"
"CDPCitiesTargets:2021:base:SE UME","baseline_em"
"CDPCitiesTargets:2021:target:SE UME","target_em"
"CDPCitiesTargets:2021:target:BR REC","target_em"
"CDPCitiesTargets:2021:base:SE LUD","baseline_em"
"CDPCitiesTargets:2021:target:SE LUD","target_em"
"CDPCitiesTargets:2021:base:UG KLA","baseline_em"
"CDPCitiesTargets:2021:BAU:UG KLA","BAU"
"CDPCitiesTargets:2021:base:BR CWB","baseline_em"
"CDPCitiesTargets:2021:BAU:BR CWB","BAU"
"CDPCitiesTargets:2021:base:AR GCR","baseline_em"
"CDPCitiesTargets:2021:BAU:AR GCR","BAU"
"CDPCitiesTargets:2021:base:CR QPS","baseline_em"
"CDPCitiesTargets:2021:target:CR QPS","target_em"
"CDPCitiesTargets:2021:base:TZ DAR","baseline_em"
"CDPCitiesTargets:2021:target:TZ DAR","target_em"
"CDPCitiesTargets:2021:base:PT VSE","baseline_em"
"CDPCitiesTargets:2021:target:PT VSE","target_em"
"CDPCitiesTargets:2021:base:ID BTR","baseline_em"
"CDPCitiesTargets:2021:BAU:ID BTR","BAU"
"CDPCitiesTargets:2021:target:GB NTG","target_em"
"CDPCitiesTargets:2021:base:KR TAE","baseline_em"
"CDPCitiesTargets:2021:BAU:KR TAE","BAU"
"CDPCitiesTargets:2021:base:TH BKK","baseline_em"
"CDPCitiesTargets:2021:target:TH BKK","target_em"
"CDPCitiesTargets:2021:target:CH BSL","target_em"
"CDPCitiesTargets:2021:target:HN TGU","target_em"
"CDPCitiesTargets:2021:base:BE CRL","baseline_em"
"CDPCitiesTargets:2021:target:BE CRL","target_em"
"CDPCitiesTargets:2021:base:SE KID","baseline_em"
"CDPCitiesTargets:2021:target:SE KID","target_em"
"CDPCitiesTargets:2021:target:CH LAU","target_em"
"CDPCitiesTargets:2021:base:PL WRO","baseline_em"
"CDPCitiesTargets:2021:target:PL WRO","target_em"
"CDPCitiesTargets:2021:base:PL WRO","baseline_em"
"CDPCitiesTargets:2021:target:PL WRO","target_em"
"CDPCitiesTargets:2021:base:PL WRO","baseline_em"
"CDPCitiesTargets:2021:target:PL WRO","target_em"
"CDPCitiesTargets:2021:base:TW KHH","baseline_em"
"CDPCitiesTargets:2021:target:TW KHH","target_em"
"CDPCitiesTargets:2021:base:CI COD","baseline_em"
"CDPCitiesTargets:2021:target:CI COD","target_em"
"CDPCitiesTargets:2021:base:JP HIM","baseline_em"
"CDPCitiesTargets:2021:target:JP HIM","target_em"
"CDPCitiesTargets:2021:base:JP YOK","baseline_em"
"CDPCitiesTargets:2021:target:JP YOK","target_em"
"CDPCitiesTargets:2021:base:JP TYO","baseline_em"
"CDPCitiesTargets:2021:target:JP TYO","target_em"
"CDPCitiesTargets:2021:base:KR TJI","baseline_em"
"CDPCitiesTargets:2021:target:KR TJI","target_em"
"CDPCitiesTargets:2021:base:PE SDR","baseline_em"
"CDPCitiesTargets:2021:target:PE SDR","target_em"
"CDPCitiesTargets:2021:base:AR ROS","baseline_em"
"CDPCitiesTargets:2021:BAU:AR ROS","BAU"
"CDPCitiesTargets:2021:base:AR ROS","baseline_em"
"CDPCitiesTargets:2021:BAU:AR ROS","BAU"
"CDPCitiesTargets:2021:target:SE TRG","target_em"
"CDPCitiesTargets:2021:base:BR FOR","baseline_em"
"CDPCitiesTargets:2021:target:BR FOR","target_em"
"CDPCitiesTargets:2021:base:DE BER","baseline_em"
"CDPCitiesTargets:2021:target:DE BER","target_em"
"CDPCitiesTargets:2021:base:AU SYD","baseline_em"
"CDPCitiesTargets:2021:target:AU SYD","target_em"
"CDPCitiesTargets:2021:base:NG LOS","baseline_em"
"CDPCitiesTargets:2021:BAU:NG LOS","BAU"
"CDPCitiesTargets:2021:target:GB BRS","target_em"
"CDPCitiesTargets:2021:target:BR SSA","target_em"
"CDPCitiesTargets:2021:base:BR BHZ","baseline_em"
"CDPCitiesTargets:2021:target:BR BHZ","target_em"
"CDPCitiesTargets:2021:base:PH BAG","baseline_em"
"CDPCitiesTargets:2021:base:KR TAE","baseline_em"
"CDPCitiesTargets:2021:BAU:KR TAE","BAU"
"CDPCitiesTargets:2021:base:PT OPO","baseline_em"
"CDPCitiesTargets:2021:target:PT OPO","target_em"
"CDPCitiesTargets:2021:base:GB SUN","baseline_em"
"CDPCitiesTargets:2021:target:GB SUN","target_em"
"CDPCitiesTargets:2021:base:GB WNE","baseline_em"
"CDPCitiesTargets:2021:target:GB WNE","target_em"
"CDPCitiesTargets:2021:base:ES BCN","baseline_em"
"CDPCitiesTargets:2021:target:ES BCN","target_em"
"CDPCitiesTargets:2021:base:NZ ROT","baseline_em"
"CDPCitiesTargets:2021:target:NZ ROT","target_em"
"CDPCitiesTargets:2021:base:PE SDR","baseline_em"
"CDPCitiesTargets:2021:target:PE SDR","target_em"
"CDPCitiesTargets:2021:base:CR SJO","baseline_em"
"CDPCitiesTargets:2021:target:CR SJO","target_em"
"CDPCitiesTargets:2021:base:JP HDA","baseline_em"
"CDPCitiesTargets:2021:target:JP HDA","target_em"
"CDPCitiesTargets:2021:base:ME TGD","baseline_em"
"CDPCitiesTargets:2021:target:ME TGD","target_em"
"CDPCitiesTargets:2021:base:SE LPI","baseline_em"
"CDPCitiesTargets:2021:target:SE LPI","target_em"
"CDPCitiesTargets:2021:target:CH LAU","target_em"
"CDPCitiesTargets:2021:base:ES MAD","baseline_em"
"CDPCitiesTargets:2021:target:ES MAD","target_em"
"CDPCitiesTargets:2021:base:NZ AKL","baseline_em"
"CDPCitiesTargets:2021:target:NZ AKL","target_em"
"CDPCitiesTargets:2021:base:ID TRG","baseline_em"
"CDPCitiesTargets:2021:base:BR STD","baseline_em"
"CDPCitiesTargets:2021:target:BR STD","target_em"
"CDPCitiesTargets:2021:base:KR CHC","baseline_em"
"CDPCitiesTargets:2021:target:KR CHC","target_em"
"CDPCitiesTargets:2021:base:CO MDE","baseline_em"
"CDPCitiesTargets:2021:BAU:CO MDE","BAU"
"CDPCitiesTargets:2021:base:ZA CPT","baseline_em"
"CDPCitiesTargets:2021:target:ZA CPT","target_em"
"CDPCitiesTargets:2021:target:BR REC","target_em"
"CDPCitiesTargets:2021:target:HK HKG","target_em"
"CDPCitiesTargets:2021:base:BR RIO","baseline_em"
"CDPCitiesTargets:2021:target:BR RIO","target_em"
"CDPCitiesTargets:2021:base:JP KIJ","baseline_em"
"CDPCitiesTargets:2021:target:JP KIJ","target_em"
"CDPCitiesTargets:2021:base:NZ AKL","baseline_em"
"CDPCitiesTargets:2021:target:NZ AKL","target_em"
"CDPCitiesTargets:2021:base:PE SDR","baseline_em"
"CDPCitiesTargets:2021:target:PE SDR","target_em"
"CDPCitiesTargets:2021:base:IT FLR","baseline_em"
"CDPCitiesTargets:2021:target:IT FLR","target_em"
"CDPCitiesTargets:2021:base:IT FLR","baseline_em"
"CDPCitiesTargets:2021:target:IT FLR","target_em"
"CDPCitiesTargets:2021:base:JP OKI","baseline_em"
"CDPCitiesTargets:2021:target:JP OKI","target_em"
"CDPCitiesTargets:2021:target:FR URO","target_em"
"CDPCitiesTargets:2021:base:JP TZK","baseline_em"
"CDPCitiesTargets:2021:target:JP TZK","target_em"
"CDPCitiesTargets:2021:base:PE SDR","baseline_em"
"CDPCitiesTargets:2021:target:PE SDR","target_em"
"CDPCitiesTargets:2021:base:NO OSL","baseline_em"
"CDPCitiesTargets:2021:target:NO OSL","target_em"
"CDPCitiesTargets:2021:target:ES VLC","target_em"
"CDPCitiesTargets:2021:base:ES VIT","baseline_em"
"CDPCitiesTargets:2021:target:ES VIT","target_em"
"CDPCitiesTargets:2021:base:FI ES2","baseline_em"
"CDPCitiesTargets:2021:target:FI ES2","target_em"
"CDPCitiesTargets:2021:base:MX TLC","baseline_em"
"CDPCitiesTargets:2021:target:MX TLC","target_em"
"CDPCitiesTargets:2021:target:NO BGO","target_em"
"CDPCitiesTargets:2021:base:TZ DAR","baseline_em"
"CDPCitiesTargets:2021:target:TZ DAR","target_em"
"CDPCitiesTargets:2021:base:DE BER","baseline_em"
"CDPCitiesTargets:2021:target:DE BER","target_em"
"CDPCitiesTargets:2021:base:DK MID","baseline_em"
"CDPCitiesTargets:2021:target:DK MID","target_em"
"CDPCitiesTargets:2021:base:NO ARE","baseline_em"
"CDPCitiesTargets:2021:target:NO ARE","target_em"
"CDPCitiesTargets:2021:base:PT GUI","baseline_em"
"CDPCitiesTargets:2021:target:PT GUI","target_em"
"CDPCitiesTargets:2021:base:MX HMO","baseline_em"
"CDPCitiesTargets:2021:BAU:MX HMO","BAU"
"CDPCitiesTargets:2021:base:GB SUN","baseline_em"
"CDPCitiesTargets:2021:target:GB SUN","target_em"
"CDPCitiesTargets:2021:base:ES BCN","baseline_em"
"CDPCitiesTargets:2021:target:ES BCN","target_em"
"CDPCitiesTargets:2021:base:SE UME","baseline_em"
"CDPCitiesTargets:2021:target:SE UME","target_em"
"CDPCitiesTargets:2021:base:DE BER","baseline_em"
"CDPCitiesTargets:2021:target:DE BER","target_em"
"CDPCitiesTargets:2021:base:ES BCN","baseline_em"
"CDPCitiesTargets:2021:target:ES BCN","target_em"
"CDPCitiesTargets:2021:base:VN VCA","baseline_em"
"CDPCitiesTargets:2021:BAU:VN VCA","BAU"
"CDPCitiesTargets:2021:base:KR CHC","baseline_em"
"CDPCitiesTargets:2021:target:KR CHC","target_em"
"CDPCitiesTargets:2021:target:MX MEX","target_em"
"CDPCitiesTargets:2021:base:GB CDF","baseline_em"
"CDPCitiesTargets:2021:target:GB CDF","target_em"
"CDPCitiesTargets:2021:base:IS REY","baseline_em"
"CDPCitiesTargets:2021:target:IS REY","target_em"
"CDPCitiesTargets:2021:base:SE MMA","baseline_em"
"CDPCitiesTargets:2021:target:SE MMA","target_em"
"CDPCitiesTargets:2021:base:KR SUO","baseline_em"
"CDPCitiesTargets:2021:target:KR SUO","target_em"
"CDPCitiesTargets:2021:target:NL NIJ","target_em"
"CDPCitiesTargets:2021:base:CR BLN","baseline_em"
"CDPCitiesTargets:2021:target:CR BLN","target_em"
"CDPCitiesTargets:2021:target:AU MEL","target_em"
"CDPCitiesTargets:2021:base:ZA CPT","baseline_em"
"CDPCitiesTargets:2021:target:ZA CPT","target_em"
"CDPCitiesTargets:2021:target:DK HVV","target_em"
"CDPCitiesTargets:2021:base:IT GOA","baseline_em"
"CDPCitiesTargets:2021:target:IT GOA","target_em"
"CDPCitiesTargets:2021:base:IT GOA","baseline_em"
"CDPCitiesTargets:2021:target:IT GOA","target_em"
"CDPCitiesTargets:2021:base:TR GZT","baseline_em"
"CDPCitiesTargets:2021:target:TR GZT","target_em"
"CDPCitiesTargets:2021:base:AU ADL","baseline_em"
"CDPCitiesTargets:2021:target:AU ADL","target_em"
"CDPCitiesTargets:2021:base:SE KID","baseline_em"
"CDPCitiesTargets:2021:target:SE KID","target_em"
"CDPCitiesTargets:2021:base:GB BOH","baseline_em"
"CDPCitiesTargets:2021:target:GB BOH","target_em"
"CDPCitiesTargets:2021:base:JP TSB","baseline_em"
"CDPCitiesTargets:2021:target:JP TSB","target_em"
"CDPCitiesTargets:2021:base:IT QCS","baseline_em"
"CDPCitiesTargets:2021:target:IT QCS","target_em"
"CDPCitiesTargets:2021:base:JP IAK","baseline_em"
"CDPCitiesTargets:2021:target:JP IAK","target_em"
"CDPCitiesTargets:2021:base:TW TNN","baseline_em"
"CDPCitiesTargets:2021:target:TW TNN","target_em"
"CDPCitiesTargets:2021:target:ZA PRY","target_em"
"CDPCitiesTargets:2021:base:PE LIM","baseline_em"
"CDPCitiesTargets:2021:target:PE LIM","target_em"
"CDPCitiesTargets:2021:base:BG SOF","baseline_em"
"CDPCitiesTargets:2021:target:BG SOF","target_em"
"CDPCitiesTargets:2021:target:IT QCS","target_em"
"CDPCitiesTargets:2021:target:MA CAS","target_em"
"CDPCitiesTargets:2021:base:AR BRC","baseline_em"
"CDPCitiesTargets:2021:BAU:AR BRC","BAU"
"CDPCitiesTargets:2021:target:GB MNC","target_em"
"CDPCitiesTargets:2021:base:AR VNT","baseline_em"
"CDPCitiesTargets:2021:BAU:AR VNT","BAU"
"CDPCitiesTargets:2021:base:JP MYJ","baseline_em"
"CDPCitiesTargets:2021:target:JP MYJ","target_em"
"CDPCitiesTargets:2021:target:NL NIJ","target_em"
"CDPCitiesTargets:2021:base:SE GOT","baseline_em"
"CDPCitiesTargets:2021:target:SE GOT","target_em"
"CDPCitiesTargets:2021:base:SE GOT","baseline_em"
"CDPCitiesTargets:2021:target:SE GOT","target_em"
"CDPCitiesTargets:2021:base:ES BCN","baseline_em"
"CDPCitiesTargets:2021:target:ES BCN","target_em"
"CDPCitiesTargets:2021:base:GB SUN","baseline_em"
"CDPCitiesTargets:2021:target:GB SUN","target_em"
"CDPCitiesTargets:2021:base:DE RSK","baseline_em"
"CDPCitiesTargets:2021:target:DE RSK","target_em"
"CDPCitiesTargets:2021:base:CL ZAL","baseline_em"
"CDPCitiesTargets:2021:BAU:CL ZAL","BAU"
"CDPCitiesTargets:2021:base:BR SME","baseline_em"
"CDPCitiesTargets:2021:target:BR SME","target_em"
"CDPCitiesTargets:2021:base:IN STV","baseline_em"
"CDPCitiesTargets:2021:target:IN STV","target_em"
"CDPCitiesTargets:2021:base:JP ITB","baseline_em"
"CDPCitiesTargets:2021:target:JP ITB","target_em"
"CDPCitiesTargets:2021:target:BR REC","target_em"
"CDPCitiesTargets:2021:base:JP OKI","baseline_em"
"CDPCitiesTargets:2021:target:JP OKI","target_em"
"CDPCitiesTargets:2021:base:NL RTM","baseline_em"
"CDPCitiesTargets:2021:target:NL RTM","target_em"
"CDPCitiesTargets:2021:base:NL AMS","baseline_em"
"CDPCitiesTargets:2021:target:NL AMS","target_em"
"CDPCitiesTargets:2021:base:CO CTG","baseline_em"
"CDPCitiesTargets:2021:BAU:CO CTG","BAU"
"CDPCitiesTargets:2021:target:GB WAN","target_em"
"CDPCitiesTargets:2021:base:AR MDZ","baseline_em"
"CDPCitiesTargets:2021:BAU:AR MDZ","BAU"
"CDPCitiesTargets:2021:target:GB MNC","target_em"
"CDPCitiesTargets:2021:base:AR CNQ","baseline_em"
"CDPCitiesTargets:2021:BAU:AR CNQ","BAU"
"CDPCitiesTargets:2021:base:PT TVE","baseline_em"
"CDPCitiesTargets:2021:target:PT TVE","target_em"
"CDPCitiesTargets:2021:base:CR QPS","baseline_em"
"CDPCitiesTargets:2021:target:CR QPS","target_em"
"CDPCitiesTargets:2021:base:JP TOY","baseline_em"
"CDPCitiesTargets:2021:target:JP TOY","target_em"
"CDPCitiesTargets:2021:base:AR CPC","baseline_em"
"CDPCitiesTargets:2021:BAU:AR CPC","BAU"
"CDPCitiesTargets:2021:base:CR SJO","baseline_em"
"CDPCitiesTargets:2021:target:CR SJO","target_em"
"CDPCitiesTargets:2021:base:JP KKJ","baseline_em"
"CDPCitiesTargets:2021:target:JP KKJ","target_em"
"CDPCitiesTargets:2021:base:JP HKY","baseline_em"
"CDPCitiesTargets:2021:target:JP HKY","target_em"
"CDPCitiesTargets:2021:base:ES BCN","baseline_em"
"CDPCitiesTargets:2021:target:ES BCN","target_em"
"CDPCitiesTargets:2021:base:BR CPS","baseline_em"
"CDPCitiesTargets:2021:target:BR CPS","target_em"
"CDPCitiesTargets:2021:base:JO AMM","baseline_em"
"CDPCitiesTargets:2021:BAU:JO AMM","BAU"
"CDPCitiesTargets:2021:base:DK HLS","baseline_em"
"CDPCitiesTargets:2021:target:DK HLS","target_em"
"CDPCitiesTargets:2021:base:JP IDA","baseline_em"
"CDPCitiesTargets:2021:target:JP IDA","target_em"
"CDPCitiesTargets:2021:base:ID SUK","baseline_em"
"CDPCitiesTargets:2021:target:ID SUK","target_em"
"CDPCitiesTargets:2021:base:TZ DAR","baseline_em"
"CDPCitiesTargets:2021:target:TZ DAR","target_em"
"CDPCitiesTargets:2021:base:JP YIH","baseline_em"
"CDPCitiesTargets:2021:target:JP YIH","target_em"
"CDPCitiesTargets:2021:base:PE SDR","baseline_em"
"CDPCitiesTargets:2021:target:PE SDR","target_em"
"CDPCitiesTargets:2021:base:CR DE2","baseline_em"
"CDPCitiesTargets:2021:target:CR DE2","target_em"
"CDPCitiesTargets:2021:base:CL PRO","baseline_em"
"CDPCitiesTargets:2021:target:CL PRO","target_em"
"CDPCitiesTargets:2021:base:EC CUE","baseline_em"
"CDPCitiesTargets:2021:target:EC CUE","target_em"
"CDPCitiesTargets:2021:base:KR TAE","baseline_em"
"CDPCitiesTargets:2021:BAU:KR TAE","BAU"
"CDPCitiesTargets:2021:base:CR DE2","baseline_em"
"CDPCitiesTargets:2021:target:CR DE2","target_em"
"CDPCitiesTargets:2021:base:NO SAS","baseline_em"
"CDPCitiesTargets:2021:target:NO SAS","target_em"
"CDPCitiesTargets:2021:base:DK HLS","baseline_em"
"CDPCitiesTargets:2021:target:DK HLS","target_em"
"CDPCitiesTargets:2021:target:BR REC","target_em"
"CDPCitiesTargets:2021:target:SE STO","target_em"
"CDPCitiesTargets:2021:base:TW TNN","baseline_em"
"CDPCitiesTargets:2021:target:TW TNN","target_em"
"CDPCitiesTargets:2021:base:JP MYO","baseline_em"
"CDPCitiesTargets:2021:target:JP MYO","target_em"
"CDPCitiesTargets:2021:base:JP SHO","baseline_em"
"CDPCitiesTargets:2021:target:JP SHO","target_em"
"CDPCitiesTargets:2021:base:MX CUL","baseline_em"
"CDPCitiesTargets:2021:target:MX CUL","target_em"
"CDPCitiesTargets:2021:base:GB SUN","baseline_em"
"CDPCitiesTargets:2021:target:GB SUN","target_em"
"CDPCitiesTargets:2021:base:TR KAD","baseline_em"
"CDPCitiesTargets:2021:target:TR KAD","target_em"
"CDPCitiesTargets:2021:base:TW TNN","baseline_em"
"CDPCitiesTargets:2021:target:TW TNN","target_em"
"CDPCitiesTargets:2021:target:JP UKY","target_em"
"CDPCitiesTargets:2021:base:IS REY","baseline_em"
"CDPCitiesTargets:2021:target:IS REY","target_em"
"CDPCitiesTargets:2021:base:AR BUE","baseline_em"
"CDPCitiesTargets:2021:target:AR BUE","target_em"
"CDPCitiesTargets:2021:base:JP NQU","baseline_em"
"CDPCitiesTargets:2021:target:JP NQU","target_em"
"CDPCitiesTargets:2021:base:ID SRG","baseline_em"
"CDPCitiesTargets:2021:BAU:ID SRG","BAU"
"CDPCitiesTargets:2021:base:BD DAC","baseline_em"
"CDPCitiesTargets:2021:target:BD DAC","target_em"
"CDPCitiesTargets:2021:base:JP IAK","baseline_em"
"CDPCitiesTargets:2021:target:JP IAK","target_em"
"CDPCitiesTargets:2021:base:SE SKV","baseline_em"
"CDPCitiesTargets:2021:base:LV RIX","baseline_em"
"CDPCitiesTargets:2021:target:LV RIX","target_em"
"CDPCitiesTargets:2021:base:TR IST","baseline_em"
"CDPCitiesTargets:2021:target:TR IST","target_em"
"CDPCitiesTargets:2021:base:JP MYO","baseline_em"
"CDPCitiesTargets:2021:target:JP MYO","target_em"
"CDPCitiesTargets:2021:base:AR BUE","baseline_em"
"CDPCitiesTargets:2021:target:AR BUE","target_em"
"CDPCitiesTargets:2021:base:SE UME","baseline_em"
"CDPCitiesTargets:2021:target:SE UME","target_em"
"CDPCitiesTargets:2021:base:UG KLA","baseline_em"
"CDPCitiesTargets:2021:BAU:UG KLA","BAU"
"CDPCitiesTargets:2021:base:IT LAQ","baseline_em"
"CDPCitiesTargets:2021:target:IT LAQ","target_em"
"CDPCitiesTargets:2021:base:IT LAQ","baseline_em"
"CDPCitiesTargets:2021:target:IT LAQ","target_em"
"CDPCitiesTargets:2021:base:DE HEI","baseline_em"
"CDPCitiesTargets:2021:base:GB SUN","baseline_em"
"CDPCitiesTargets:2021:target:GB SUN","target_em"
"CDPCitiesTargets:2021:base:ES VIT","baseline_em"
"CDPCitiesTargets:2021:target:ES VIT","target_em"
"CDPCitiesTargets:2021:target:DK HVV","target_em"
"CDPCitiesTargets:2021:base:TR NIL","baseline_em"
"CDPCitiesTargets:2021:target:TR NIL","target_em"
"CDPCitiesTargets:2021:base:SE LUD","baseline_em"
"CDPCitiesTargets:2021:target:SE LUD","target_em"
"CDPCitiesTargets:2021:target:GI GIB","target_em"
"CDPCitiesTargets:2021:base:JP KKJ","baseline_em"
"CDPCitiesTargets:2021:target:JP KKJ","target_em"
"CDPCitiesTargets:2021:base:IT MIL","baseline_em"
"CDPCitiesTargets:2021:target:IT MIL","target_em"
"CDPCitiesTargets:2021:base:IT MIL","baseline_em"
"CDPCitiesTargets:2021:target:IT MIL","target_em"
"CDPCitiesTargets:2021:base:JP TSB","baseline_em"
"CDPCitiesTargets:2021:target:JP TSB","target_em"
"CDPCitiesTargets:2021:target:AU SYD","target_em"
"CDPCitiesTargets:2021:base:MY MUA","baseline_em"
"CDPCitiesTargets:2021:target:MY MUA","target_em"
"CDPCitiesTargets:2021:base:JP SUI","baseline_em"
"CDPCitiesTargets:2021:target:JP SUI","target_em"
"CDPCitiesTargets:2021:base:JP S67","baseline_em"
"CDPCitiesTargets:2021:target:JP S67","target_em"
"CDPCitiesTargets:2021:base:IT MIL","baseline_em"
"CDPCitiesTargets:2021:target:IT MIL","target_em"
"CDPCitiesTargets:2021:base:IT MIL","baseline_em"
"CDPCitiesTargets:2021:target:IT MIL","target_em"
"CDPCitiesTargets:2021:target:SE SKV","target_em"
"CDPCitiesTargets:2021:base:IT FLR","baseline_em"
"CDPCitiesTargets:2021:target:IT FLR","target_em"
"CDPCitiesTargets:2021:base:IT FLR","baseline_em"
"CDPCitiesTargets:2021:target:IT FLR","target_em"
"CDPCitiesTargets:2021:base:SI LJU","baseline_em"
"CDPCitiesTargets:2021:target:SI LJU","target_em"
"CDPCitiesTargets:2021:base:ET ADD","baseline_em"
"CDPCitiesTargets:2021:target:ET ADD","target_em"
"CDPCitiesTargets:2021:base:ID BPN","baseline_em"
"CDPCitiesTargets:2021:BAU:ID BPN","BAU"
"CDPCitiesTargets:2021:base:TW NTC","baseline_em"
"CDPCitiesTargets:2021:target:TW NTC","target_em"
"CDPCitiesTargets:2021:base:IT FRR","baseline_em"
"CDPCitiesTargets:2021:target:IT FRR","target_em"
"CDPCitiesTargets:2021:base:BR SSA","baseline_em"
"CDPCitiesTargets:2021:target:BR SSA","target_em"
"CDPCitiesTargets:2021:base:DE BER","baseline_em"
"CDPCitiesTargets:2021:target:DE BER","target_em"
"CDPCitiesTargets:2021:base:GB SAA","baseline_em"
"CDPCitiesTargets:2021:target:GB SAA","target_em"
"CDPCitiesTargets:2021:base:DK RKE","baseline_em"
"CDPCitiesTargets:2021:target:DK RKE","target_em"
"CDPCitiesTargets:2021:base:MX CLY","baseline_em"
"CDPCitiesTargets:2021:target:MX CLY","target_em"
"CDPCitiesTargets:2021:base:TW CYI","baseline_em"
"CDPCitiesTargets:2021:target:TW CYI","target_em"
"CDPCitiesTargets:2021:base:AR MTC","baseline_em"
"CDPCitiesTargets:2021:BAU:AR MTC","BAU"
"CDPCitiesTargets:2021:base:MY MEA","baseline_em"
"CDPCitiesTargets:2021:base:JP KNZ","baseline_em"
"CDPCitiesTargets:2021:target:JP KNZ","target_em"
"CDPCitiesTargets:2021:base:BR SOR","baseline_em"
"CDPCitiesTargets:2021:target:BR SOR","target_em"
"CDPCitiesTargets:2021:base:JP YOS","baseline_em"
"CDPCitiesTargets:2021:target:JP YOS","target_em"
"CDPCitiesTargets:2021:base:JP KKJ","baseline_em"
"CDPCitiesTargets:2021:target:JP KKJ","target_em"
"CDPCitiesTargets:2021:base:BR SSA","baseline_em"
"CDPCitiesTargets:2021:target:BR SSA","target_em"
"CDPCitiesTargets:2021:base:BR CWB","baseline_em"
"CDPCitiesTargets:2021:BAU:BR CWB","BAU"
"CDPCitiesTargets:2021:base:JP AAK","baseline_em"
"CDPCitiesTargets:2021:target:JP AAK","target_em"
"CDPCitiesTargets:2021:base:GB SAA","baseline_em"
"CDPCitiesTargets:2021:target:GB SAA","target_em"
"CDPCitiesTargets:2021:base:NZ WLG","baseline_em"
"CDPCitiesTargets:2021:target:NZ WLG","target_em"
